dcterms:title,schema:artform,dcterms:alternative,crm:P1_is_identified_by,crm:P54_has_current_permanent_location,schema:geo,dcterms:temporal,crm:P4_has_time-span,crm:P7_took_place_at,schema:locationCreated,schema:geographicArea,schema:creator,schema:contributor,crm:P15_was_influenced_by,dcterms:abstract,crm:P72_has_language,dcterms:subject,schema:itemCondition,schema:observationDate,crm:P31i_was_modified_by,schema:dateModified,restoration_date_string,dcterms:isPartOf,dcterms:hasPart,crm:P59_has_section,schema:artworkSurface,dcterms:isReferencedBy,dcterms:source,dcterms:identifier,dcterms:creator,dcterms:created,dcterms:modified,dcterms:references,dcterms:accessRights,crm:P138i_has_representation,dcterms:image
Vierge à l'Enfant et Crucifixion,peinture§diptyque,,4325,Musée de l'Institute of Ethiopian Studies à ajouter,,4e quart du 15e siècle - 1er quart du 16e siècle,1476§1525,Fin 15e siècle - Début 16e siècle,Ethiopie,"9,39.5",,,,,,Vierge à l'Enfant§Crucifixion,,,,,,,,,,"Vierge à l'Enfant et Crucifixion, peinture (4e quart du 15e siècle - 1er quart du 16e siècle)",http://agorha.inha.fr/ark:/54721/ba6d9671-4cae-4094-aaf5-5459e0feb531,ba6d9671-4cae-4094-aaf5-5459e0feb531,smirabau,16/07/2021,29/03/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/ba6d9671-4cae-4094-aaf5-5459e0feb531,http://agorha.inha.fr/ark:/54721/12e44619-7e91-4acb-a98b-bd50da483ef7/doc/685ef054-163b-45e6-983b-1a0d77a32abc/original.JPG
"Crucifixion, Mise au tombeau, Tentation au désert et Résurrection",peinture§triptyque,,4126,Musée de l'Institute of Ethiopian Studies à ajouter,,16e siècle - 16e siècle,1501§1700,,Ethiopie,"9,39.5",,,,,,Crucifixion§Mise au tombeau§Résurrection du Christ,,,Restaurée par Fritz Weihs en 1973,,,,,,,"Crucifixion, Mise au tombeau, Tentation au désert et Résurrection, peinture (16e siècle - Après 16e siècle)",http://agorha.inha.fr/ark:/54721/f9c3021f-854d-4bac-a5ea-155f0f061aca,f9c3021f-854d-4bac-a5ea-155f0f061aca,smirabau,16/07/2021,30/03/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/f9c3021f-854d-4bac-a5ea-155f0f061aca,http://agorha.inha.fr/ark:/54721/2fe37a43-7333-452c-9c77-66244215647b/doc/b97f473e-7837-46b9-937b-bb7f9fce16c9/original.JPG
Kwerata re'esu,peinture§triptyque,,6967,Musée de l'Institute of Ethiopian Studies à ajouter,,1ère moitié du 18e siècle,1701§1750,,Ethiopie,"9,39.5",,,,,,,,,,,,,,,,"Kwerata re'esu, peinture (1ère moitié du 18e siècle - )",http://agorha.inha.fr/ark:/54721/f01afa48-265b-4b88-998e-c17d243281d6,f01afa48-265b-4b88-998e-c17d243281d6,smirabau,16/07/2021,30/03/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/f01afa48-265b-4b88-998e-c17d243281d6,http://agorha.inha.fr/ark:/54721/f32742af-a89e-43b0-a623-6d06dbff1d4a/doc/3ea00c3a-b2c8-47dc-99ea-cf401dbbb0e6/original.JPG
L'Adoration des Mages,peinture,,MFA 852.1.730.1,Palais Fesch-musée des beaux-arts Ajaccio,"41.919229,8.738635",14e siècle - 14e siècle,1301§1400,,,,Francesco da Rimini,,Giotto,,,,,,,,,,,,0155abda-6220-40d2-8c30-ded49f7f7a95_001,"Francesco da Rimini , de, L'Adoration des Mages, peinture (14e siècle)§Palais Fesch-musée des Beaux-Arts, Ajaccio",https://agorha.inha.fr/ark:/54721/0155abda-6220-40d2-8c30-ded49f7f7a95§https://www.musee-fesch.com/peintures-des-primitifs-et-de-la-renaissance/ladoration-des-mages-la-crucifixion-la-vision-de-la-bienheureuse-claire-de-rimini-4082,0155abda-6220-40d2-8c30-ded49f7f7a95,lea.checri@inha.fr,23/06/2023,25/10/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/0155abda-6220-40d2-8c30-ded49f7f7a95,https://agorha.inha.fr/ark:/54721/26deb1d2-50e0-45db-b6f2-c944f9353dbd/doc/52f1caaa-137d-49f0-971a-1d469fd7162f/original.jpg
A SUPPRIMER : L'Adoration des Mages ; La Crucifixion avec saint François ; La Vision de la bienheureuse Claire de Rimini,peinture,,MFA 852.1.730,Palais Fesch-musée des beaux-arts Ajaccio,"41.919229,8.738635",14e siècle - 14e siècle,1301§1400,,,,Francesco da Rimini,,Giotto,,,,,,,,,,,,139a2d94-39d1-46dd-8732-ee3b8c6ba199_001,"Francesco da Rimini , de, A SUPPRIMER : L'Adoration des Mages ; La Crucifixion avec saint François ; La Vision de la bienheureuse Claire de Rimini, peinture (14e siècle)§Palais Fesch-musée des Beaux-Arts, Ajaccio",https://agorha.inha.fr/ark:/54721/139a2d94-39d1-46dd-8732-ee3b8c6ba199§https://www.musee-fesch.com/peintures-des-primitifs-et-de-la-renaissance/ladoration-des-mages-la-crucifixion-la-vision-de-la-bienheureuse-claire-de-rimini-4082,139a2d94-39d1-46dd-8732-ee3b8c6ba199,Léa Checri (pour le bloc matérialité),23/12/2001,25/10/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/139a2d94-39d1-46dd-8732-ee3b8c6ba199,https://agorha.inha.fr/ark:/54721/26deb1d2-50e0-45db-b6f2-c944f9353dbd/doc/52f1caaa-137d-49f0-971a-1d469fd7162f/original.jpg
"Saint Georges, Abuna Takla Haymanot, Abuna Ewostatowos, Abba Kiros, Martyr de saint Georges",peinture§triptyque,,4191,Musée de l'Institute of Ethiopian Studies à ajouter,,1480-1520,1475§1525,,Ethiopie,"9,39.5","Brancaleon, Nicolò",,,"panneau central signé sous la figure centrale de Saint Georges. ""lazentu seel seelkewo ana marqoreyos afrangi"" : Moi, Marqoryos le franc (afrengi) a peint ce panneau.",,saint Georges,,,Zones refaites sur toile de coton anciennement (17 ou 18e s.),,,,,,3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_001§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_002§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_003§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_004§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_005§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_006§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_007§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_008§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_009§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_010§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_011§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_012§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_013§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_014§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_015§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_016§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_017§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_018§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_019§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_020§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_021§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_022§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_023§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_024§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_025§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_026§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_027§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_028§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_029§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_030§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_031§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_032§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_033§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_034§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_035§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_036§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_037§3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9_038,"Brancaleon, Nicolò Vers 1480 - Vers 1525, de, Saint Georges, Abuna Takla Haymanot, Abuna Ewostatowos, Abba Kiros, Martyr de saint Georges, peinture (Vers 1480 - Vers 1520)",https://agorha.inha.fr/ark:/54721/3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9,3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9,smirabau,13/07/2021,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/3cd6e4a9-5d3b-49e1-ad18-85a6a18569b9,https://agorha.inha.fr/ark:/54721/ac488bb0-5a65-42cb-8d75-7175c2d6f184/doc/f578481b-92b8-41dc-851c-53a6ba842a87/original.jpg
Un Ange,peinture,,Cl.861,"Musée de Cluny, Musée national du Moyen Âge Paris","48.85043,2.34374",14e siècle - 15e siècle,1301§1500,,,,Bartolo di Fredi,,,,,,,,,,,,,dd367362-4eed-4405-860a-10efb41e2545_005§dd367362-4eed-4405-860a-10efb41e2545_006§dd367362-4eed-4405-860a-10efb41e2545_007§dd367362-4eed-4405-860a-10efb41e2545_008§dd367362-4eed-4405-860a-10efb41e2545_009§dd367362-4eed-4405-860a-10efb41e2545_010§dd367362-4eed-4405-860a-10efb41e2545_011§dd367362-4eed-4405-860a-10efb41e2545_012§dd367362-4eed-4405-860a-10efb41e2545_013§dd367362-4eed-4405-860a-10efb41e2545_014§dd367362-4eed-4405-860a-10efb41e2545_015§dd367362-4eed-4405-860a-10efb41e2545_016§dd367362-4eed-4405-860a-10efb41e2545_017§dd367362-4eed-4405-860a-10efb41e2545_018§dd367362-4eed-4405-860a-10efb41e2545_019§dd367362-4eed-4405-860a-10efb41e2545_020,dd367362-4eed-4405-860a-10efb41e2545_001§dd367362-4eed-4405-860a-10efb41e2545_002§dd367362-4eed-4405-860a-10efb41e2545_003§dd367362-4eed-4405-860a-10efb41e2545_004,"Bartolo di Fredi 1330 - 1410, attribué à, Un Ange, peinture (14e siècle - 15e siècle)",https://agorha.inha.fr/ark:/54721/dd367362-4eed-4405-860a-10efb41e2545,dd367362-4eed-4405-860a-10efb41e2545,Philomène Renard,19/11/2010,12/04/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/dd367362-4eed-4405-860a-10efb41e2545,https://agorha.inha.fr/ark:/54721/c5acf850-b345-497c-8b44-26ad661b4b1a/doc/8c42321f-6fae-4fd1-8569-83b757c4bf75/original.jpg
Apparition à Metmaq,peinture§triptyque,,4144,Musée de l'Institute of Ethiopian Studies,,18e siècle,1701§1800,,Ethiopie,"9,39.5",,,,Second style gondarien,,Vierge,,,,,,,,,,"Apparition à Metmaq, peinture (18e siècle - )",http://agorha.inha.fr/ark:/54721/8f57eab7-3f52-4700-ab4a-29b3c1ac8f74,8f57eab7-3f52-4700-ab4a-29b3c1ac8f74,smirabau,16/07/2021,12/05/2022,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/8f57eab7-3f52-4700-ab4a-29b3c1ac8f74,http://agorha.inha.fr/ark:/54721/011ed85b-c657-415f-bdaf-e8d5114fae23/doc/da60627b-27b3-4a54-af2c-c672fc85cdb1/original.JPG
"La Vierge et l'Enfant, douze Apôtres et Saint Paul, saint Théodore et Saint Georges",peinture§diptyque,,3980,Addis-Abeba§Musée de l'Institute of Ethiopian Studies à ajouter,"9.02497,38.74689",15e siècle,1401§1500,,Ethiopie§Godjam?,"9,39.5",Ferē Ṣeyon,,,Attribution M. Heldmann,,Vierge à l'Enfant§Archange§Les Apôtres§saint Paul,,,,,,,,,,"Anonyme éthiopien (peintre) - 15e siècle 15e siècle - , attribué à, La Vierge et l'Enfant, douze Apôtres et Saint Paul, saint Théodore et Saint Georges, peinture (15e siècle - )",https://agorha.inha.fr/ark:/54721/df6c4e39-905e-4e34-a5bd-907a608742f5,df6c4e39-905e-4e34-a5bd-907a608742f5,smirabau,13/07/2021,07/02/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/df6c4e39-905e-4e34-a5bd-907a608742f5,http://agorha.inha.fr/ark:/54721/5f70f08a-6b1e-4227-ac6b-58ee9baa4eef/doc/f75b1e31-c166-4ace-bf5e-101cd3e22c0b/original.jpg
La Vision de la bienheureuse Claire de Rimini,peinture,,MFA 852.1.730.3,Palais Fesch-musée des beaux-arts Ajaccio,"41.919229,8.738635",14e siècle - 14e siècle,1301§1400,,,,Francesco da Rimini,,Giotto,,,,,,,,,,,,b4c87db4-389f-4339-b8a6-23c1562860d7_001,"Francesco da Rimini , de, La Vision de la bienheureuse Claire de Rimini, peinture (14e siècle)§Palais Fesch-musée des Beaux-Arts, Ajaccio",https://agorha.inha.fr/ark:/54721/b4c87db4-389f-4339-b8a6-23c1562860d7§https://www.musee-fesch.com/peintures-des-primitifs-et-de-la-renaissance/ladoration-des-mages-la-crucifixion-la-vision-de-la-bienheureuse-claire-de-rimini-4082,b4c87db4-389f-4339-b8a6-23c1562860d7,lea.checri@inha.fr,23/06/2023,25/10/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/b4c87db4-389f-4339-b8a6-23c1562860d7,https://agorha.inha.fr/ark:/54721/26deb1d2-50e0-45db-b6f2-c944f9353dbd/doc/52f1caaa-137d-49f0-971a-1d469fd7162f/original.jpg
La Crucifixion avec saint François,peinture,,MFA 852.1.730.2,Palais Fesch-musée des beaux-arts Ajaccio,"41.919229,8.738635",14e siècle - 14e siècle,1301§1400,,,,Francesco da Rimini,,Giotto,,,,,,,,,,,,5ae32993-83cc-41b6-b66d-dabf8dd147ea_001,"Francesco da Rimini , de, La Crucifixion avec saint François, peinture (14e siècle)§Palais Fesch-musée des Beaux-Arts, Ajaccio",https://agorha.inha.fr/ark:/54721/5ae32993-83cc-41b6-b66d-dabf8dd147ea§https://www.musee-fesch.com/peintures-des-primitifs-et-de-la-renaissance/ladoration-des-mages-la-crucifixion-la-vision-de-la-bienheureuse-claire-de-rimini-4082,5ae32993-83cc-41b6-b66d-dabf8dd147ea,lea.checri@inha.fr,23/06/2023,25/10/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/5ae32993-83cc-41b6-b66d-dabf8dd147ea,https://agorha.inha.fr/ark:/54721/26deb1d2-50e0-45db-b6f2-c944f9353dbd/doc/52f1caaa-137d-49f0-971a-1d469fd7162f/original.jpg
Le Jugement Dernier MOD,peinture§diptyque§élément,,MFA 852.1.846,Palais Fesch-musée des beaux-arts Ajaccio,"41.919229,8.738635",1310-1340,1310§1340,,,,Maestro di San Martino alla Palma,,,,,,,,,,,,,aa448648-7703-4ae1-90fc-f5de06db8beb_004§aa448648-7703-4ae1-90fc-f5de06db8beb_005§aa448648-7703-4ae1-90fc-f5de06db8beb_006§aa448648-7703-4ae1-90fc-f5de06db8beb_007§aa448648-7703-4ae1-90fc-f5de06db8beb_008§aa448648-7703-4ae1-90fc-f5de06db8beb_009§aa448648-7703-4ae1-90fc-f5de06db8beb_010§aa448648-7703-4ae1-90fc-f5de06db8beb_011§aa448648-7703-4ae1-90fc-f5de06db8beb_012§aa448648-7703-4ae1-90fc-f5de06db8beb_013§aa448648-7703-4ae1-90fc-f5de06db8beb_014§aa448648-7703-4ae1-90fc-f5de06db8beb_015,aa448648-7703-4ae1-90fc-f5de06db8beb_001§aa448648-7703-4ae1-90fc-f5de06db8beb_002§aa448648-7703-4ae1-90fc-f5de06db8beb_003,"Maestro di San Martino alla Palma , de, Le Jugement Dernier MOD, peinture (1310 - 1340)",https://agorha.inha.fr/ark:/54721/aa448648-7703-4ae1-90fc-f5de06db8beb,aa448648-7703-4ae1-90fc-f5de06db8beb,Philomène Renard,23/12/2001,04/04/2024,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles§Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/aa448648-7703-4ae1-90fc-f5de06db8beb,https://agorha.inha.fr/ark:/54721/0bc8e531-8aba-42b3-873b-d02f3d0d2223/doc/55534c91-ea04-456c-8090-4d1d31891d0f/original.jpg
Panneau de saint Pierre - détail du Polyptyque,peinture,,M.I.421,Musée du Petit Palais Avignon,"43.949317,4.805528",14e siècle - 14e siècle,1301§1400,,,,Zanino di Pietro,,,Restauré en 1972 - 1975,,,,,,,,,,b78756ff-e712-4f96-8474-8998bda931cd_001§b78756ff-e712-4f96-8474-8998bda931cd_002§b78756ff-e712-4f96-8474-8998bda931cd_003§b78756ff-e712-4f96-8474-8998bda931cd_004§b78756ff-e712-4f96-8474-8998bda931cd_005§b78756ff-e712-4f96-8474-8998bda931cd_006§b78756ff-e712-4f96-8474-8998bda931cd_007§b78756ff-e712-4f96-8474-8998bda931cd_008§b78756ff-e712-4f96-8474-8998bda931cd_009§b78756ff-e712-4f96-8474-8998bda931cd_010§b78756ff-e712-4f96-8474-8998bda931cd_011§b78756ff-e712-4f96-8474-8998bda931cd_012§b78756ff-e712-4f96-8474-8998bda931cd_013§b78756ff-e712-4f96-8474-8998bda931cd_014§b78756ff-e712-4f96-8474-8998bda931cd_015§b78756ff-e712-4f96-8474-8998bda931cd_016,,"Zanino di Pietro , de, Panneau de saint Pierre - détail du Polyptyque, peinture (14e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/b78756ff-e712-4f96-8474-8998bda931cd§https://www.pop.culture.gouv.fr/notice/joconde/000PE012726,b78756ff-e712-4f96-8474-8998bda931cd,lea.checri@inha.fr,04/10/2022,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/b78756ff-e712-4f96-8474-8998bda931cd,https://agorha.inha.fr/ark:/54721/b4bad381-75ad-41e4-9cc4-e9bc4c5c8b5d/doc/f7346aa8-2dd2-4eef-aedc-51fd3dc2ce3c/original.jpg
Saint évêque saint Pierre ? sur un trône MOD,peinture§polyptyque§élément,,MFA 852.1.729,Palais Fesch-musée des beaux-arts Ajaccio,"41.919229,8.738635",1325§14e siècle - 14e siècle,1320§1330§1301§1400,,,,"Daddi, Bernardo§Nardo di Cione",,,,,,,,,,,,,9503196b-0838-4035-bd24-e79978c01a1e_004§9503196b-0838-4035-bd24-e79978c01a1e_005§9503196b-0838-4035-bd24-e79978c01a1e_006§9503196b-0838-4035-bd24-e79978c01a1e_007§9503196b-0838-4035-bd24-e79978c01a1e_008§9503196b-0838-4035-bd24-e79978c01a1e_009§9503196b-0838-4035-bd24-e79978c01a1e_010§9503196b-0838-4035-bd24-e79978c01a1e_011§9503196b-0838-4035-bd24-e79978c01a1e_012§9503196b-0838-4035-bd24-e79978c01a1e_013§9503196b-0838-4035-bd24-e79978c01a1e_014§9503196b-0838-4035-bd24-e79978c01a1e_015§9503196b-0838-4035-bd24-e79978c01a1e_016,9503196b-0838-4035-bd24-e79978c01a1e_001§9503196b-0838-4035-bd24-e79978c01a1e_002§9503196b-0838-4035-bd24-e79978c01a1e_003,"Daddi, Bernardo Vers 1280 - Vers 1348, de, Saint évêque (saint Pierre ?) sur un trône MOD, peinture (Vers 1325 - )",https://agorha.inha.fr/ark:/54721/9503196b-0838-4035-bd24-e79978c01a1e,9503196b-0838-4035-bd24-e79978c01a1e,Philomène Renard,23/12/2001,04/04/2024,Répertoire des tableaux italiens dans les collections publiques françaises (XIIIe-XIXe siècles)§RETIF§La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/9503196b-0838-4035-bd24-e79978c01a1e,https://agorha.inha.fr/ark:/54721/4b9d8a1c-43c3-425b-8339-3aaaf5057b94/doc/2039e7e8-d55a-4c95-a990-a0f35db01cf4/original.jpg
20221108 notice formation a supprimer TEST§Deuxième titre test,triptyque,,xxxx,Musée du Louvre Paris,"48.860591,2.337582",,,,Attique§Athènes,"38.0519988333,23.8189911§37.983810,23.727539",Leonardo da Vinci,,,test,,,fragment,,,,,,,,,"Leonardo da Vinci 15/04/1452 - 02/05/1519, attribué à, 20221108 notice formation a supprimer TEST, triptyque§Bibliothèque nationale de France, France",https://agorha.inha.fr/ark:/54721/357108b2-6abb-4be1-aab1-10b0580817ab,357108b2-6abb-4be1-aab1-10b0580817ab,chloe.pochon@hotmail.fr,09/11/2022,20/01/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles§Ressources documentaires,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/357108b2-6abb-4be1-aab1-10b0580817ab,http://agorha.inha.fr/ark:/54721/4236219e-5585-48a0-9c17-420164057292/doc/c36af499-6962-4530-ba66-24b5c728a4fd/original.jpeg
Panneau de saint Jean-Baptiste - détail du Polyptyque,peinture,,M.I.421,Musée du Petit Palais Avignon,"43.949317,4.805528",14e siècle - 14e siècle,1301§1400,,,,Zanino di Pietro,,,Restauré en 1972 - 1975,,,,,,,,,,7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_001§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_002§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_003§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_004§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_005§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_006§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_007§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_008§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_009§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_010§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_011§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_012§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_013,7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_014§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_015§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_016§7208fd0e-ed83-4ada-95b5-1ec2f9f8575f_017,"Zanino di Pietro , de, Panneau de saint Jean-Baptiste - détail du Polyptyque, peinture (14e siècle)§Ministère de la Culture, Paris",https://agorha.inha.fr/ark:/54721/7208fd0e-ed83-4ada-95b5-1ec2f9f8575f§https://www.pop.culture.gouv.fr/notice/joconde/000PE012726,7208fd0e-ed83-4ada-95b5-1ec2f9f8575f,Léa Checri (pour le bloc matérialité),04/10/2022,22/11/2023,La fabrique matérielle du visuel. Panneaux peints en Méditerranée XIIIe-XVIe siècles,source : Institut national d'histoire de l'art (France) ; Bibliothèque nationale de France - licence : Attribution 4.0 International (CC BY 4.0),https://agorha.inha.fr/iiif/presentation/v2/7208fd0e-ed83-4ada-95b5-1ec2f9f8575f,https://agorha.inha.fr/ark:/54721/b4bad381-75ad-41e4-9cc4-e9bc4c5c8b5d/doc/f7346aa8-2dd2-4eef-aedc-51fd3dc2ce3c/original.jpg
